CMDLINE /home/msys/venvs/flaskproj/bin/python3 mongo.py
MEM 29.578125 1524465438.7773
MEM 29.578125 1524465438.8777
MEM 29.578125 1524465438.9780
MEM 29.578125 1524465439.0784
MEM 29.578125 1524465439.1789
MEM 29.578125 1524465439.2792
MEM 29.578125 1524465439.3796
MEM 29.578125 1524465439.4800
MEM 29.578125 1524465439.5804
MEM 29.578125 1524465439.6808
MEM 29.578125 1524465439.7813
MEM 29.578125 1524465439.8816
MEM 29.578125 1524465439.9820
MEM 29.578125 1524465440.0825
MEM 29.578125 1524465440.1828
MEM 29.578125 1524465440.2833
MEM 29.578125 1524465440.3838
MEM 29.578125 1524465440.4842
MEM 29.578125 1524465440.5846
MEM 29.578125 1524465440.6850
MEM 29.578125 1524465440.7854
MEM 29.578125 1524465440.8858
MEM 29.578125 1524465440.9863
MEM 29.578125 1524465441.0867
MEM 29.578125 1524465441.1870
MEM 29.578125 1524465441.2873
MEM 29.578125 1524465441.3877
MEM 29.578125 1524465441.4881
MEM 29.578125 1524465441.5886
MEM 29.578125 1524465441.6890
MEM 29.578125 1524465441.7896
MEM 29.578125 1524465441.8901
MEM 29.578125 1524465441.9905
MEM 29.578125 1524465442.0909
MEM 29.578125 1524465442.1913
MEM 29.578125 1524465442.2917
MEM 29.578125 1524465442.3922
MEM 29.578125 1524465442.4926
MEM 29.578125 1524465442.5930
MEM 29.578125 1524465442.6935
MEM 29.578125 1524465442.7939
MEM 29.578125 1524465442.8943
MEM 29.578125 1524465442.9947
MEM 29.578125 1524465443.0951
MEM 29.578125 1524465443.1955
MEM 29.578125 1524465443.2959
MEM 29.578125 1524465443.3962
MEM 29.578125 1524465443.4966
MEM 29.578125 1524465443.5970
MEM 29.578125 1524465443.6975
MEM 29.578125 1524465443.7978
MEM 29.578125 1524465443.8982
MEM 29.578125 1524465443.9986
MEM 29.578125 1524465444.0990
MEM 29.578125 1524465444.1994
MEM 29.578125 1524465444.2998
MEM 29.578125 1524465444.4002
MEM 29.578125 1524465444.5007
MEM 29.578125 1524465444.6011
MEM 29.578125 1524465444.7016
MEM 29.578125 1524465444.8020
MEM 29.578125 1524465444.9023
MEM 29.578125 1524465445.0027
MEM 29.578125 1524465445.1031
MEM 29.578125 1524465445.2035
MEM 29.578125 1524465445.3039
MEM 29.578125 1524465445.4042
MEM 29.578125 1524465445.5046
MEM 29.578125 1524465445.6050
MEM 29.578125 1524465445.7055
MEM 29.578125 1524465445.8059
MEM 29.578125 1524465445.9063
MEM 29.578125 1524465446.0066
MEM 29.578125 1524465446.1071
MEM 29.578125 1524465446.2074
MEM 29.578125 1524465446.3078
MEM 29.578125 1524465446.4082
MEM 29.578125 1524465446.5086
MEM 29.578125 1524465446.6090
MEM 29.578125 1524465446.7095
MEM 29.578125 1524465446.8099
MEM 29.578125 1524465446.9102
MEM 29.578125 1524465447.0106
MEM 29.578125 1524465447.1111
MEM 29.578125 1524465447.2115
MEM 29.578125 1524465447.3120
MEM 29.578125 1524465447.4124
MEM 29.578125 1524465447.5127
MEM 29.578125 1524465447.6131
MEM 29.578125 1524465447.7136
MEM 29.578125 1524465447.8139
MEM 29.578125 1524465447.9143
MEM 29.578125 1524465448.0147
MEM 29.578125 1524465448.1151
MEM 29.578125 1524465448.2155
MEM 29.578125 1524465448.3159
MEM 29.578125 1524465448.4163
MEM 29.578125 1524465448.5167
MEM 29.578125 1524465448.6172
MEM 29.578125 1524465448.7177
MEM 29.578125 1524465448.8181
MEM 29.578125 1524465448.9185
MEM 29.578125 1524465449.0189
MEM 29.578125 1524465449.1193
MEM 29.578125 1524465449.2196
MEM 29.578125 1524465449.3200
MEM 29.578125 1524465449.4204
MEM 29.578125 1524465449.5207
MEM 29.578125 1524465449.6211
MEM 29.578125 1524465449.7215
MEM 29.578125 1524465449.8219
MEM 29.578125 1524465449.9223
MEM 29.578125 1524465450.0226
MEM 29.578125 1524465450.1231
MEM 29.578125 1524465450.2234
MEM 29.578125 1524465450.3238
MEM 29.578125 1524465450.4242
MEM 29.578125 1524465450.5246
MEM 29.578125 1524465450.6249
MEM 29.578125 1524465450.7254
MEM 29.578125 1524465450.8257
MEM 29.578125 1524465450.9261
MEM 29.578125 1524465451.0265
MEM 29.578125 1524465451.1269
MEM 29.578125 1524465451.2273
MEM 29.578125 1524465451.3277
MEM 29.578125 1524465451.4280
MEM 29.578125 1524465451.5284
MEM 29.578125 1524465451.6288
MEM 29.578125 1524465451.7293
MEM 29.578125 1524465451.8296
MEM 29.578125 1524465451.9300
MEM 29.578125 1524465452.0304
MEM 29.578125 1524465452.1308
MEM 29.578125 1524465452.2312
MEM 29.578125 1524465452.3316
MEM 29.578125 1524465452.4320
MEM 29.578125 1524465452.5324
MEM 29.578125 1524465452.6328
MEM 29.578125 1524465452.7332
MEM 29.578125 1524465452.8337
MEM 29.578125 1524465452.9341
MEM 29.578125 1524465453.0345
MEM 29.578125 1524465453.1349
MEM 29.578125 1524465453.2353
MEM 29.578125 1524465453.3360
MEM 29.578125 1524465453.4365
MEM 29.578125 1524465453.5370
MEM 29.578125 1524465453.6375
MEM 29.578125 1524465453.7380
MEM 29.578125 1524465453.8385
MEM 29.578125 1524465453.9389
MEM 29.578125 1524465454.0393
MEM 29.578125 1524465454.1398
MEM 29.578125 1524465454.2403
MEM 29.578125 1524465454.3407
MEM 29.578125 1524465454.4411
MEM 29.578125 1524465454.5416
MEM 29.578125 1524465454.6419
MEM 29.578125 1524465454.7424
MEM 29.578125 1524465454.8428
MEM 29.578125 1524465454.9432
MEM 29.578125 1524465455.0436
MEM 29.578125 1524465455.1440
MEM 29.578125 1524465455.2444
MEM 29.578125 1524465455.3448
MEM 29.578125 1524465455.4452
MEM 29.578125 1524465455.5456
MEM 29.578125 1524465455.6461
MEM 29.578125 1524465455.7464
MEM 29.578125 1524465455.8468
MEM 29.578125 1524465455.9472
MEM 29.578125 1524465456.0476
MEM 29.578125 1524465456.1480
MEM 29.578125 1524465456.2485
MEM 29.578125 1524465456.3488
MEM 29.578125 1524465456.4492
MEM 29.578125 1524465456.5496
MEM 29.578125 1524465456.6500
MEM 29.578125 1524465456.7505
MEM 29.578125 1524465456.8509
MEM 29.578125 1524465456.9512
MEM 29.578125 1524465457.0516
MEM 29.578125 1524465457.1520
MEM 29.578125 1524465457.2524
MEM 29.578125 1524465457.3528
MEM 29.578125 1524465457.4532
MEM 29.578125 1524465457.5536
MEM 29.578125 1524465457.6540
MEM 29.578125 1524465457.7544
MEM 29.578125 1524465457.8548
MEM 29.578125 1524465457.9551
MEM 29.578125 1524465458.0555
MEM 29.578125 1524465458.1560
MEM 29.578125 1524465458.2564
MEM 29.578125 1524465458.3568
MEM 29.578125 1524465458.4572
MEM 29.578125 1524465458.5576
MEM 29.578125 1524465458.6580
MEM 29.578125 1524465458.7585
MEM 29.578125 1524465458.8589
MEM 29.578125 1524465458.9594
MEM 29.578125 1524465459.0598
MEM 29.578125 1524465459.1601
MEM 29.578125 1524465459.2606
MEM 29.578125 1524465459.3610
MEM 29.578125 1524465459.4615
MEM 29.578125 1524465459.5619
MEM 29.578125 1524465459.6623
MEM 29.578125 1524465459.7627
MEM 29.578125 1524465459.8631
MEM 29.578125 1524465459.9635
MEM 29.578125 1524465460.0638
MEM 29.578125 1524465460.1642
MEM 29.578125 1524465460.2647
MEM 29.578125 1524465460.3651
MEM 29.578125 1524465460.4656
MEM 29.578125 1524465460.5659
MEM 29.578125 1524465460.6663
MEM 29.578125 1524465460.7666
MEM 29.578125 1524465460.8670
MEM 29.578125 1524465460.9675
MEM 29.578125 1524465461.0680
MEM 29.578125 1524465461.1685
MEM 29.578125 1524465461.2689
MEM 29.578125 1524465461.3693
MEM 29.578125 1524465461.4698
MEM 29.578125 1524465461.5702
MEM 29.578125 1524465461.6706
MEM 29.578125 1524465461.7710
MEM 29.578125 1524465461.8715
MEM 29.578125 1524465461.9719
MEM 29.578125 1524465462.0723
MEM 29.578125 1524465462.1726
MEM 29.578125 1524465462.2731
MEM 29.578125 1524465462.3736
MEM 29.578125 1524465462.4741
MEM 29.578125 1524465462.5745
MEM 29.578125 1524465462.6749
MEM 29.578125 1524465462.7755
MEM 29.578125 1524465462.8759
MEM 29.578125 1524465462.9763
MEM 29.578125 1524465463.0768
MEM 29.578125 1524465463.1772
MEM 29.578125 1524465463.2776
MEM 29.578125 1524465463.3781
MEM 29.578125 1524465463.4786
MEM 29.578125 1524465463.5790
MEM 29.578125 1524465463.6795
MEM 29.578125 1524465463.7799
MEM 29.578125 1524465463.8804
MEM 29.578125 1524465463.9808
MEM 29.578125 1524465464.0813
MEM 29.578125 1524465464.1818
MEM 29.578125 1524465464.2822
MEM 29.578125 1524465464.3826
MEM 29.578125 1524465464.4831
MEM 29.578125 1524465464.5835
MEM 29.578125 1524465464.6839
MEM 29.578125 1524465464.7844
MEM 29.578125 1524465464.8849
MEM 29.578125 1524465464.9853
MEM 29.578125 1524465465.0858
MEM 29.578125 1524465465.1862
MEM 29.578125 1524465465.2867
MEM 29.578125 1524465465.3872
MEM 29.578125 1524465465.4876
MEM 29.578125 1524465465.5881
MEM 29.578125 1524465465.6885
MEM 29.578125 1524465465.7890
MEM 29.578125 1524465465.8895
MEM 29.578125 1524465465.9899
MEM 29.578125 1524465466.0903
MEM 29.578125 1524465466.1908
MEM 29.578125 1524465466.2913
MEM 29.578125 1524465466.3917
MEM 29.578125 1524465466.4923
MEM 29.578125 1524465466.5928
MEM 29.578125 1524465466.6933
MEM 29.578125 1524465466.7937
MEM 29.578125 1524465466.8942
MEM 29.578125 1524465466.9946
MEM 29.578125 1524465467.0951
