CMDLINE /home/msys/venvs/flaskproj/bin/python3 mongo.py
MEM 29.539062 1524465362.6716
MEM 29.539062 1524465362.7720
MEM 29.539062 1524465362.8724
MEM 29.539062 1524465362.9727
MEM 29.539062 1524465363.0731
MEM 29.539062 1524465363.1734
MEM 29.539062 1524465363.2738
MEM 29.539062 1524465363.3743
MEM 29.539062 1524465363.4747
MEM 29.539062 1524465363.5752
MEM 29.539062 1524465363.6757
MEM 29.539062 1524465363.7762
MEM 29.539062 1524465363.8767
MEM 29.539062 1524465363.9771
MEM 29.539062 1524465364.0776
MEM 29.539062 1524465364.1781
MEM 29.539062 1524465364.2785
MEM 29.539062 1524465364.3788
MEM 29.539062 1524465364.4793
MEM 29.539062 1524465364.5798
MEM 29.539062 1524465364.6803
MEM 29.539062 1524465364.7807
MEM 29.539062 1524465364.8811
MEM 29.539062 1524465364.9815
MEM 29.539062 1524465365.0820
MEM 29.539062 1524465365.1824
MEM 29.539062 1524465365.2827
MEM 29.539062 1524465365.3832
MEM 29.539062 1524465365.4837
MEM 29.539062 1524465365.5842
MEM 29.539062 1524465365.6847
MEM 29.539062 1524465365.7852
MEM 29.539062 1524465365.8857
MEM 29.539062 1524465365.9861
MEM 29.539062 1524465366.0866
MEM 29.539062 1524465366.1871
MEM 29.539062 1524465366.2875
MEM 29.539062 1524465366.3879
MEM 29.539062 1524465366.4884
MEM 29.539062 1524465366.5889
MEM 29.539062 1524465366.6893
MEM 29.578125 1524465366.7897
MEM 29.578125 1524465366.8902
MEM 29.578125 1524465366.9906
MEM 29.578125 1524465367.0909
MEM 29.578125 1524465367.1913
MEM 29.578125 1524465367.2917
MEM 29.578125 1524465367.3921
MEM 29.578125 1524465367.4926
MEM 29.578125 1524465367.5930
MEM 29.578125 1524465367.6934
MEM 29.578125 1524465367.7938
MEM 29.578125 1524465367.8942
MEM 29.578125 1524465367.9946
MEM 29.578125 1524465368.0949
MEM 29.578125 1524465368.1953
MEM 29.578125 1524465368.2957
MEM 29.578125 1524465368.3961
MEM 29.578125 1524465368.4964
MEM 29.578125 1524465368.5968
MEM 29.578125 1524465368.6972
MEM 29.578125 1524465368.7976
MEM 29.578125 1524465368.8980
MEM 29.578125 1524465368.9984
MEM 29.578125 1524465369.0988
MEM 29.578125 1524465369.1992
MEM 29.578125 1524465369.2995
MEM 29.578125 1524465369.3999
MEM 29.578125 1524465369.5003
MEM 29.578125 1524465369.6007
MEM 29.578125 1524465369.7010
MEM 29.578125 1524465369.8014
MEM 29.578125 1524465369.9018
MEM 29.578125 1524465370.0022
MEM 29.578125 1524465370.1025
MEM 29.578125 1524465370.2029
MEM 29.578125 1524465370.3033
MEM 29.578125 1524465370.4037
MEM 29.578125 1524465370.5040
MEM 29.578125 1524465370.6045
MEM 29.578125 1524465370.7048
MEM 29.578125 1524465370.8052
MEM 29.578125 1524465370.9056
MEM 29.578125 1524465371.0061
MEM 29.578125 1524465371.1064
MEM 29.578125 1524465371.2068
MEM 29.578125 1524465371.3072
MEM 29.578125 1524465371.4076
MEM 29.578125 1524465371.5081
MEM 29.578125 1524465371.6085
MEM 29.578125 1524465371.7090
MEM 29.578125 1524465371.8095
MEM 29.578125 1524465371.9099
MEM 29.578125 1524465372.0104
MEM 29.578125 1524465372.1108
MEM 29.578125 1524465372.2113
MEM 29.578125 1524465372.3117
MEM 29.578125 1524465372.4121
MEM 29.578125 1524465372.5126
MEM 29.578125 1524465372.6132
MEM 29.578125 1524465372.7137
MEM 29.578125 1524465372.8142
MEM 29.578125 1524465372.9146
MEM 29.578125 1524465373.0151
MEM 29.578125 1524465373.1155
MEM 29.578125 1524465373.2160
MEM 29.578125 1524465373.3165
MEM 29.578125 1524465373.4169
MEM 29.578125 1524465373.5173
MEM 29.578125 1524465373.6177
MEM 29.578125 1524465373.7183
MEM 29.578125 1524465373.8188
MEM 29.578125 1524465373.9192
MEM 29.578125 1524465374.0196
MEM 29.578125 1524465374.1201
MEM 29.578125 1524465374.2206
MEM 29.578125 1524465374.3210
MEM 29.578125 1524465374.4214
MEM 29.578125 1524465374.5218
MEM 29.578125 1524465374.6224
MEM 29.578125 1524465374.7230
MEM 29.578125 1524465374.8235
MEM 29.578125 1524465374.9239
MEM 29.578125 1524465375.0243
MEM 29.578125 1524465375.1248
MEM 29.578125 1524465375.2253
MEM 29.578125 1524465375.3258
MEM 29.578125 1524465375.4264
MEM 29.578125 1524465375.5269
MEM 29.578125 1524465375.6274
MEM 29.578125 1524465375.7279
MEM 29.578125 1524465375.8284
MEM 29.578125 1524465375.9289
MEM 29.578125 1524465376.0294
MEM 29.578125 1524465376.1298
MEM 29.578125 1524465376.2302
MEM 29.578125 1524465376.3306
MEM 29.578125 1524465376.4311
MEM 29.578125 1524465376.5314
MEM 29.578125 1524465376.6319
MEM 29.578125 1524465376.7322
MEM 29.578125 1524465376.8326
MEM 29.578125 1524465376.9330
MEM 29.578125 1524465377.0335
MEM 29.578125 1524465377.1339
MEM 29.578125 1524465377.2342
MEM 29.578125 1524465377.3346
MEM 29.578125 1524465377.4350
MEM 29.578125 1524465377.5353
MEM 29.578125 1524465377.6357
MEM 29.578125 1524465377.7361
MEM 29.578125 1524465377.8365
MEM 29.578125 1524465377.9368
MEM 29.578125 1524465378.0372
MEM 29.578125 1524465378.1376
MEM 29.578125 1524465378.2380
MEM 29.578125 1524465378.3383
MEM 29.578125 1524465378.4387
MEM 29.578125 1524465378.5391
MEM 29.578125 1524465378.6395
MEM 29.578125 1524465378.7399
MEM 29.578125 1524465378.8402
MEM 29.578125 1524465378.9406
MEM 29.578125 1524465379.0410
MEM 29.578125 1524465379.1415
MEM 29.578125 1524465379.2419
MEM 29.578125 1524465379.3423
MEM 29.578125 1524465379.4427
MEM 29.578125 1524465379.5431
MEM 29.578125 1524465379.6435
MEM 29.578125 1524465379.7438
MEM 29.578125 1524465379.8442
MEM 29.578125 1524465379.9446
MEM 29.578125 1524465380.0450
MEM 29.578125 1524465380.1454
MEM 29.578125 1524465380.2457
MEM 29.578125 1524465380.3461
MEM 29.578125 1524465380.4465
MEM 29.578125 1524465380.5469
MEM 29.578125 1524465380.6472
MEM 29.578125 1524465380.7476
MEM 29.578125 1524465380.8480
MEM 29.578125 1524465380.9484
MEM 29.578125 1524465381.0488
MEM 29.578125 1524465381.1492
MEM 29.578125 1524465381.2496
MEM 29.578125 1524465381.3500
MEM 29.578125 1524465381.4503
MEM 29.578125 1524465381.5507
MEM 29.578125 1524465381.6511
MEM 29.578125 1524465381.7515
MEM 29.578125 1524465381.8518
MEM 29.578125 1524465381.9522
MEM 29.578125 1524465382.0526
MEM 29.578125 1524465382.1530
MEM 29.578125 1524465382.2534
MEM 29.578125 1524465382.3537
MEM 29.578125 1524465382.4540
MEM 29.578125 1524465382.5545
MEM 29.578125 1524465382.6548
MEM 29.578125 1524465382.7552
MEM 29.578125 1524465382.8556
MEM 29.578125 1524465382.9560
MEM 29.578125 1524465383.0563
MEM 29.578125 1524465383.1567
MEM 29.578125 1524465383.2571
MEM 29.578125 1524465383.3575
MEM 29.578125 1524465383.4578
MEM 29.578125 1524465383.5582
MEM 29.578125 1524465383.6586
MEM 29.578125 1524465383.7590
MEM 29.578125 1524465383.8593
MEM 29.578125 1524465383.9597
MEM 29.578125 1524465384.0601
MEM 29.578125 1524465384.1604
MEM 29.578125 1524465384.2609
MEM 29.578125 1524465384.3612
MEM 29.578125 1524465384.4616
MEM 29.578125 1524465384.5621
MEM 29.578125 1524465384.6624
MEM 29.578125 1524465384.7628
MEM 29.578125 1524465384.8632
MEM 29.578125 1524465384.9635
MEM 29.578125 1524465385.0639
MEM 29.578125 1524465385.1643
MEM 29.578125 1524465385.2647
MEM 29.578125 1524465385.3650
MEM 29.578125 1524465385.4654
MEM 29.578125 1524465385.5658
MEM 29.578125 1524465385.6662
MEM 29.578125 1524465385.7666
MEM 29.578125 1524465385.8669
MEM 29.578125 1524465385.9673
MEM 29.578125 1524465386.0677
MEM 29.578125 1524465386.1681
MEM 29.578125 1524465386.2684
MEM 29.578125 1524465386.3688
MEM 29.578125 1524465386.4692
MEM 29.578125 1524465386.5696
MEM 29.578125 1524465386.6700
MEM 29.578125 1524465386.7704
MEM 29.578125 1524465386.8707
MEM 29.578125 1524465386.9711
MEM 29.578125 1524465387.0715
MEM 29.578125 1524465387.1719
MEM 29.578125 1524465387.2723
MEM 29.578125 1524465387.3727
MEM 29.578125 1524465387.4731
MEM 29.578125 1524465387.5735
MEM 29.578125 1524465387.6739
MEM 29.578125 1524465387.7743
MEM 29.578125 1524465387.8746
MEM 29.578125 1524465387.9750
MEM 29.578125 1524465388.0754
MEM 29.578125 1524465388.1757
MEM 29.578125 1524465388.2761
MEM 29.578125 1524465388.3765
MEM 29.578125 1524465388.4769
MEM 29.578125 1524465388.5773
MEM 29.578125 1524465388.6777
MEM 29.578125 1524465388.7781
MEM 29.578125 1524465388.8784
MEM 29.578125 1524465388.9788
MEM 29.578125 1524465389.0793
MEM 29.578125 1524465389.1796
MEM 29.578125 1524465389.2800
MEM 29.578125 1524465389.3804
MEM 29.578125 1524465389.4808
MEM 29.578125 1524465389.5812
MEM 29.578125 1524465389.6816
MEM 29.578125 1524465389.7820
MEM 29.578125 1524465389.8823
MEM 29.578125 1524465389.9827
MEM 29.578125 1524465390.0831
MEM 29.578125 1524465390.1835
MEM 29.578125 1524465390.2838
MEM 29.578125 1524465390.3842
MEM 29.578125 1524465390.4846
MEM 29.578125 1524465390.5850
MEM 29.578125 1524465390.6854
MEM 29.578125 1524465390.7857
MEM 29.578125 1524465390.8861
MEM 29.578125 1524465390.9865
MEM 29.578125 1524465391.0869
MEM 29.578125 1524465391.1872
MEM 29.578125 1524465391.2877
MEM 29.578125 1524465391.3881
MEM 29.578125 1524465391.4884
MEM 29.578125 1524465391.5888
MEM 29.578125 1524465391.6892
MEM 29.578125 1524465391.7896
MEM 29.578125 1524465391.8900
MEM 29.578125 1524465391.9903
MEM 29.578125 1524465392.0907
MEM 29.578125 1524465392.1911
MEM 29.578125 1524465392.2915
MEM 29.578125 1524465392.3919
MEM 29.578125 1524465392.4923
MEM 29.578125 1524465392.5927
MEM 29.578125 1524465392.6930
MEM 29.578125 1524465392.7934
MEM 29.578125 1524465392.8938
MEM 29.578125 1524465392.9942
MEM 29.578125 1524465393.0945
MEM 29.578125 1524465393.1949
MEM 29.578125 1524465393.2953
MEM 29.578125 1524465393.3956
MEM 29.578125 1524465393.4960
MEM 29.578125 1524465393.5964
MEM 29.578125 1524465393.6968
MEM 29.578125 1524465393.7971
MEM 29.578125 1524465393.8975
MEM 29.578125 1524465393.9979
MEM 29.578125 1524465394.0983
MEM 29.578125 1524465394.1987
MEM 29.578125 1524465394.2991
MEM 29.578125 1524465394.3994
MEM 29.578125 1524465394.5002
MEM 29.578125 1524465394.6006
MEM 29.578125 1524465394.7010
MEM 29.578125 1524465394.8014
MEM 29.578125 1524465394.9018
MEM 29.578125 1524465395.0021
MEM 29.578125 1524465395.1025
MEM 29.578125 1524465395.2029
MEM 29.578125 1524465395.3032
MEM 29.578125 1524465395.4036
MEM 29.578125 1524465395.5040
MEM 29.578125 1524465395.6044
MEM 29.578125 1524465395.7047
MEM 29.578125 1524465395.8051
MEM 29.578125 1524465395.9055
MEM 29.578125 1524465396.0059
MEM 29.578125 1524465396.1063
MEM 29.578125 1524465396.2066
MEM 29.578125 1524465396.3070
MEM 29.578125 1524465396.4074
MEM 29.578125 1524465396.5077
MEM 29.578125 1524465396.6082
MEM 29.578125 1524465396.7085
MEM 29.578125 1524465396.8089
MEM 29.578125 1524465396.9093
MEM 29.578125 1524465397.0097
MEM 29.578125 1524465397.1101
MEM 29.578125 1524465397.2104
MEM 29.578125 1524465397.3108
MEM 29.578125 1524465397.4112
MEM 29.578125 1524465397.5116
MEM 29.578125 1524465397.6120
MEM 29.578125 1524465397.7124
MEM 29.578125 1524465397.8127
MEM 29.578125 1524465397.9131
MEM 29.578125 1524465398.0135
MEM 29.578125 1524465398.1139
MEM 29.578125 1524465398.2142
MEM 29.578125 1524465398.3146
MEM 29.578125 1524465398.4150
MEM 29.578125 1524465398.5154
MEM 29.578125 1524465398.6158
MEM 29.578125 1524465398.7161
MEM 29.578125 1524465398.8165
MEM 29.578125 1524465398.9169
MEM 29.578125 1524465399.0172
MEM 29.578125 1524465399.1176
MEM 29.578125 1524465399.2180
MEM 29.578125 1524465399.3184
MEM 29.578125 1524465399.4187
MEM 29.578125 1524465399.5191
MEM 29.578125 1524465399.6196
MEM 29.578125 1524465399.7200
MEM 29.578125 1524465399.8203
MEM 29.578125 1524465399.9207
MEM 29.578125 1524465400.0211
MEM 29.578125 1524465400.1215
MEM 29.578125 1524465400.2218
MEM 29.578125 1524465400.3222
MEM 29.578125 1524465400.4226
MEM 29.578125 1524465400.5230
MEM 29.578125 1524465400.6234
MEM 29.578125 1524465400.7238
MEM 29.578125 1524465400.8242
MEM 29.578125 1524465400.9245
MEM 29.578125 1524465401.0249
MEM 29.578125 1524465401.1253
MEM 29.578125 1524465401.2257
MEM 29.578125 1524465401.3260
MEM 29.578125 1524465401.4264
MEM 29.578125 1524465401.5268
MEM 29.578125 1524465401.6272
MEM 29.578125 1524465401.7275
MEM 29.578125 1524465401.8279
MEM 29.578125 1524465401.9283
MEM 29.578125 1524465402.0287
MEM 29.578125 1524465402.1290
MEM 29.578125 1524465402.2294
MEM 29.578125 1524465402.3298
MEM 29.578125 1524465402.4302
MEM 29.578125 1524465402.5305
MEM 29.578125 1524465402.6310
MEM 29.578125 1524465402.7314
MEM 29.578125 1524465402.8317
MEM 29.578125 1524465402.9321
MEM 29.578125 1524465403.0325
MEM 29.578125 1524465403.1328
MEM 29.578125 1524465403.2332
MEM 29.578125 1524465403.3336
MEM 29.578125 1524465403.4340
MEM 29.578125 1524465403.5344
MEM 29.578125 1524465403.6348
MEM 29.578125 1524465403.7351
MEM 29.578125 1524465403.8355
MEM 29.578125 1524465403.9359
MEM 29.578125 1524465404.0363
MEM 29.578125 1524465404.1366
MEM 29.578125 1524465404.2370
MEM 29.578125 1524465404.3374
MEM 29.578125 1524465404.4377
MEM 29.578125 1524465404.5381
MEM 29.578125 1524465404.6385
MEM 29.578125 1524465404.7390
MEM 29.578125 1524465404.8393
MEM 29.578125 1524465404.9397
MEM 29.578125 1524465405.0401
MEM 29.578125 1524465405.1404
MEM 29.578125 1524465405.2408
MEM 29.578125 1524465405.3412
MEM 29.578125 1524465405.4416
MEM 29.578125 1524465405.5419
MEM 29.578125 1524465405.6423
MEM 29.578125 1524465405.7427
MEM 29.578125 1524465405.8431
MEM 29.578125 1524465405.9434
MEM 29.578125 1524465406.0438
MEM 29.578125 1524465406.1442
MEM 29.578125 1524465406.2446
MEM 29.578125 1524465406.3450
MEM 29.578125 1524465406.4454
MEM 29.578125 1524465406.5458
MEM 29.578125 1524465406.6462
MEM 29.578125 1524465406.7466
MEM 29.578125 1524465406.8470
MEM 29.578125 1524465406.9474
MEM 29.578125 1524465407.0478
MEM 29.578125 1524465407.1482
MEM 29.578125 1524465407.2485
MEM 29.578125 1524465407.3489
MEM 29.578125 1524465407.4493
MEM 29.578125 1524465407.5496
MEM 29.578125 1524465407.6500
MEM 29.578125 1524465407.7504
MEM 29.578125 1524465407.8508
MEM 29.578125 1524465407.9511
MEM 29.578125 1524465408.0515
MEM 29.578125 1524465408.1519
MEM 29.578125 1524465408.2522
MEM 29.578125 1524465408.3526
MEM 29.578125 1524465408.4530
MEM 29.578125 1524465408.5534
MEM 29.578125 1524465408.6538
MEM 29.578125 1524465408.7542
MEM 29.578125 1524465408.8545
MEM 29.578125 1524465408.9549
MEM 29.578125 1524465409.0553
MEM 29.578125 1524465409.1556
MEM 29.578125 1524465409.2560
MEM 29.578125 1524465409.3564
MEM 29.578125 1524465409.4568
MEM 29.578125 1524465409.5571
MEM 29.578125 1524465409.6575
MEM 29.578125 1524465409.7579
MEM 29.578125 1524465409.8583
MEM 29.578125 1524465409.9587
MEM 29.578125 1524465410.0590
MEM 29.578125 1524465410.1594
MEM 29.578125 1524465410.2598
MEM 29.578125 1524465410.3602
MEM 29.578125 1524465410.4606
MEM 29.578125 1524465410.5609
MEM 29.578125 1524465410.6614
MEM 29.578125 1524465410.7617
MEM 29.578125 1524465410.8621
MEM 29.578125 1524465410.9625
MEM 29.578125 1524465411.0629
MEM 29.578125 1524465411.1632
MEM 29.578125 1524465411.2636
MEM 29.578125 1524465411.3640
MEM 29.578125 1524465411.4643
MEM 29.578125 1524465411.5647
MEM 29.578125 1524465411.6651
MEM 29.578125 1524465411.7655
MEM 29.578125 1524465411.8659
MEM 29.578125 1524465411.9662
MEM 29.578125 1524465412.0666
MEM 29.578125 1524465412.1670
MEM 29.578125 1524465412.2673
MEM 29.578125 1524465412.3677
MEM 29.578125 1524465412.4681
MEM 29.578125 1524465412.5684
MEM 29.578125 1524465412.6689
MEM 29.578125 1524465412.7693
MEM 29.578125 1524465412.8697
MEM 29.578125 1524465412.9701
MEM 29.578125 1524465413.0705
MEM 29.578125 1524465413.1708
MEM 29.578125 1524465413.2712
MEM 29.578125 1524465413.3716
MEM 29.578125 1524465413.4719
MEM 29.578125 1524465413.5723
MEM 29.578125 1524465413.6727
MEM 29.578125 1524465413.7731
MEM 29.578125 1524465413.8735
MEM 29.578125 1524465413.9738
MEM 29.578125 1524465414.0742
MEM 29.578125 1524465414.1746
MEM 29.578125 1524465414.2749
MEM 29.578125 1524465414.3753
MEM 29.578125 1524465414.4757
MEM 29.578125 1524465414.5760
MEM 29.578125 1524465414.6765
MEM 29.578125 1524465414.7769
MEM 29.578125 1524465414.8772
MEM 29.578125 1524465414.9777
MEM 29.578125 1524465415.0781
MEM 29.578125 1524465415.1785
MEM 29.578125 1524465415.2788
MEM 29.578125 1524465415.3792
MEM 29.578125 1524465415.4796
MEM 29.578125 1524465415.5800
MEM 29.578125 1524465415.6805
MEM 29.578125 1524465415.7810
MEM 29.578125 1524465415.8814
MEM 29.578125 1524465415.9818
MEM 29.578125 1524465416.0823
MEM 29.578125 1524465416.1828
MEM 29.578125 1524465416.2833
MEM 29.578125 1524465416.3837
MEM 29.578125 1524465416.4841
MEM 29.578125 1524465416.5846
MEM 29.578125 1524465416.6852
MEM 29.578125 1524465416.7857
MEM 29.578125 1524465416.8861
MEM 29.578125 1524465416.9864
MEM 29.578125 1524465417.0868
MEM 29.578125 1524465417.1872
MEM 29.578125 1524465417.2875
MEM 29.578125 1524465417.3880
MEM 29.578125 1524465417.4884
MEM 29.578125 1524465417.5889
MEM 29.578125 1524465417.6894
MEM 29.578125 1524465417.7898
MEM 29.578125 1524465417.8903
MEM 29.578125 1524465417.9907
MEM 29.578125 1524465418.0911
MEM 29.578125 1524465418.1914
MEM 29.578125 1524465418.2919
MEM 29.578125 1524465418.3922
MEM 29.578125 1524465418.4927
MEM 29.578125 1524465418.5931
MEM 29.578125 1524465418.6936
MEM 29.578125 1524465418.7940
MEM 29.578125 1524465418.8945
MEM 29.578125 1524465418.9949
MEM 29.578125 1524465419.0953
MEM 29.578125 1524465419.1956
MEM 29.578125 1524465419.2961
MEM 29.578125 1524465419.3964
MEM 29.578125 1524465419.4968
MEM 29.578125 1524465419.5972
MEM 29.578125 1524465419.6977
MEM 29.578125 1524465419.7981
MEM 29.578125 1524465419.8984
MEM 29.578125 1524465419.9988
MEM 29.578125 1524465420.0991
MEM 29.578125 1524465420.1995
MEM 29.578125 1524465420.2999
MEM 29.578125 1524465420.4003
MEM 29.578125 1524465420.5008
MEM 29.578125 1524465420.6012
MEM 29.578125 1524465420.7017
MEM 29.578125 1524465420.8021
MEM 29.578125 1524465420.9026
MEM 29.578125 1524465421.0030
MEM 29.578125 1524465421.1034
MEM 29.578125 1524465421.2038
MEM 29.578125 1524465421.3043
MEM 29.578125 1524465421.4047
MEM 29.578125 1524465421.5052
MEM 29.578125 1524465421.6056
MEM 29.578125 1524465421.7060
MEM 29.578125 1524465421.8064
MEM 29.578125 1524465421.9068
MEM 29.578125 1524465422.0072
MEM 29.578125 1524465422.1077
MEM 29.578125 1524465422.2081
MEM 29.578125 1524465422.3086
MEM 29.578125 1524465422.4090
MEM 29.578125 1524465422.5096
MEM 29.578125 1524465422.6100
MEM 29.578125 1524465422.7103
MEM 29.578125 1524465422.8107
MEM 29.578125 1524465422.9111
MEM 29.578125 1524465423.0114
MEM 29.578125 1524465423.1119
MEM 29.578125 1524465423.2123
MEM 29.578125 1524465423.3127
MEM 29.578125 1524465423.4131
MEM 29.578125 1524465423.5135
MEM 29.578125 1524465423.6140
MEM 29.578125 1524465423.7145
MEM 29.578125 1524465423.8150
MEM 29.578125 1524465423.9154
MEM 29.578125 1524465424.0157
MEM 29.578125 1524465424.1162
MEM 29.578125 1524465424.2166
MEM 29.578125 1524465424.3170
MEM 29.578125 1524465424.4176
MEM 29.578125 1524465424.5180
MEM 29.578125 1524465424.6184
MEM 29.578125 1524465424.7188
MEM 29.578125 1524465424.8192
MEM 29.578125 1524465424.9196
MEM 29.578125 1524465425.0200
MEM 29.578125 1524465425.1203
MEM 29.578125 1524465425.2208
MEM 29.578125 1524465425.3211
MEM 29.578125 1524465425.4215
MEM 29.578125 1524465425.5219
MEM 29.578125 1524465425.6224
MEM 29.578125 1524465425.7228
MEM 29.578125 1524465425.8233
MEM 29.578125 1524465425.9237
MEM 29.578125 1524465426.0242
MEM 29.578125 1524465426.1246
MEM 29.578125 1524465426.2251
MEM 29.578125 1524465426.3256
MEM 29.578125 1524465426.4261
MEM 29.578125 1524465426.5265
MEM 29.578125 1524465426.6268
MEM 29.578125 1524465426.7272
MEM 29.578125 1524465426.8275
MEM 29.578125 1524465426.9279
MEM 29.578125 1524465427.0283
MEM 29.578125 1524465427.1286
MEM 29.578125 1524465427.2290
MEM 29.578125 1524465427.3294
MEM 29.578125 1524465427.4298
MEM 29.578125 1524465427.5303
MEM 29.578125 1524465427.6307
MEM 29.578125 1524465427.7311
MEM 29.578125 1524465427.8315
MEM 29.578125 1524465427.9320
MEM 29.578125 1524465428.0323
MEM 29.578125 1524465428.1327
MEM 29.578125 1524465428.2331
MEM 29.578125 1524465428.3335
MEM 29.578125 1524465428.4338
MEM 29.578125 1524465428.5342
MEM 29.578125 1524465428.6346
MEM 29.578125 1524465428.7350
MEM 29.578125 1524465428.8353
MEM 29.578125 1524465428.9358
MEM 29.578125 1524465429.0361
MEM 29.578125 1524465429.1366
MEM 29.578125 1524465429.2370
MEM 29.578125 1524465429.3374
MEM 29.578125 1524465429.4378
MEM 29.578125 1524465429.5382
MEM 29.578125 1524465429.6386
MEM 29.578125 1524465429.7391
MEM 29.578125 1524465429.8395
MEM 29.578125 1524465429.9399
MEM 29.578125 1524465430.0403
MEM 29.578125 1524465430.1407
MEM 29.578125 1524465430.2411
MEM 29.578125 1524465430.3416
MEM 29.578125 1524465430.4420
MEM 29.578125 1524465430.5424
MEM 29.578125 1524465430.6427
MEM 29.578125 1524465430.7432
MEM 29.578125 1524465430.8436
MEM 29.578125 1524465430.9439
MEM 29.578125 1524465431.0443
MEM 29.578125 1524465431.1447
MEM 29.578125 1524465431.2451
MEM 29.578125 1524465431.3456
MEM 29.578125 1524465431.4460
MEM 29.578125 1524465431.5465
MEM 29.578125 1524465431.6474
MEM 29.578125 1524465431.7483
MEM 29.578125 1524465431.8488
MEM 29.578125 1524465431.9493
MEM 29.578125 1524465432.0497
MEM 29.578125 1524465432.1502
MEM 29.578125 1524465432.2506
MEM 29.578125 1524465432.3510
MEM 29.578125 1524465432.4515
MEM 29.578125 1524465432.5520
MEM 29.578125 1524465432.6524
MEM 29.578125 1524465432.7528
MEM 29.578125 1524465432.8531
MEM 29.578125 1524465432.9535
MEM 29.578125 1524465433.0540
MEM 29.578125 1524465433.1543
MEM 29.578125 1524465433.2547
MEM 29.578125 1524465433.3552
MEM 29.578125 1524465433.4556
MEM 29.578125 1524465433.5560
MEM 29.578125 1524465433.6564
MEM 29.578125 1524465433.7567
MEM 29.578125 1524465433.8572
MEM 29.578125 1524465433.9577
MEM 29.578125 1524465434.0581
MEM 29.578125 1524465434.1585
MEM 29.578125 1524465434.2589
MEM 29.578125 1524465434.3593
MEM 29.578125 1524465434.4596
MEM 29.578125 1524465434.5600
MEM 29.578125 1524465434.6604
MEM 29.578125 1524465434.7608
MEM 29.578125 1524465434.8612
MEM 29.578125 1524465434.9616
MEM 29.578125 1524465435.0620
MEM 29.578125 1524465435.1624
MEM 29.578125 1524465435.2628
MEM 29.578125 1524465435.3632
MEM 29.578125 1524465435.4637
MEM 29.578125 1524465435.5641
MEM 29.578125 1524465435.6645
MEM 29.578125 1524465435.7650
MEM 29.578125 1524465435.8655
MEM 29.578125 1524465435.9660
MEM 29.578125 1524465436.0663
MEM 29.578125 1524465436.1667
MEM 29.578125 1524465436.2671
MEM 29.578125 1524465436.3676
MEM 29.578125 1524465436.4680
MEM 29.578125 1524465436.5684
MEM 29.578125 1524465436.6688
MEM 29.578125 1524465436.7693
MEM 29.578125 1524465436.8697
MEM 29.578125 1524465436.9700
MEM 29.578125 1524465437.0704
MEM 29.578125 1524465437.1708
MEM 29.578125 1524465437.2713
MEM 29.578125 1524465437.3716
MEM 29.578125 1524465437.4720
MEM 29.578125 1524465437.5724
MEM 29.578125 1524465437.6728
MEM 29.578125 1524465437.7732
MEM 29.578125 1524465437.8736
MEM 29.578125 1524465437.9740
MEM 29.578125 1524465438.0744
MEM 29.578125 1524465438.1747
MEM 29.578125 1524465438.2752
MEM 29.578125 1524465438.3756
MEM 29.578125 1524465438.4760
MEM 29.578125 1524465438.5764
MEM 29.578125 1524465438.6768
